,days,prices_usd,volumes_usd,prices_delta,prices_delta_sign,volumes_delta,volumes_delta_sign
661,662,600.8361679025406,2195994.4752579504,4.149757672352052,1,-159386.86017747037,-1
662,663,603.7296248045978,1509882.402428081,2.89345690205721,1,-686112.0728298693,-1
663,664,601.9936823243402,1577300.1264123498,-1.7359424802576768,-1,67417.72398426873,1
664,665,606.1600948921438,2841807.0050206752,4.166412567803604,1,1264506.8786083255,1
665,666,604.7717703318192,2571462.165193886,-1.3883245603245769,-1,-270344.8398267892,-1
666,667,604.6780530732096,2141263.029145523,-0.09371725860955848,-1,-430199.13604836306,-1
667,668,605.6086793537349,2522372.1293263785,0.9306262805253027,1,381109.1001808555,1
668,669,606.8599006823974,2976207.6528948736,1.2512213286624956,1,453835.5235684952,1
669,670,614.7621287461344,1826361.7225508185,7.90222806373697,1,-1149845.9303440552,-1
670,671,612.5020543917748,2098957.1575439097,-2.260074354359631,-1,272595.4349930913,1
671,672,612.6473676207489,2964534.844050466,0.1453132289741461,1,865577.6865065563,1
672,673,610.260887788003,2760558.7209940907,-2.3864798327459766,-1,-203976.12305637542,-1
673,674,612.3734455975934,2666932.5343653136,2.1125578095904984,1,-93626.18662877707,-1
674,675,612.3801571208068,2330903.5575765376,0.006711523213311921,1,-336028.976788776,-1
675,676,615.8769151565126,3139064.4354774253,3.4967580357058523,1,808160.8779008877,1
676,677,618.8705345772305,1586076.44445291,2.9936194207178914,1,-1552987.9910245154,-1
677,678,618.1319327063304,1562217.3821199872,-0.7386018709000837,-1,-23859.062332922826,-1
678,679,618.6513323061303,2927607.7270421213,0.51939959979984,1,1365390.3449221342,1
679,680,636.5879714179853,3605640.8482111474,17.936639111855015,1,678033.121169026,1
680,681,637.6796712434639,2793442.7426338578,1.0916998254785995,1,-812198.1055772896,-1
681,682,636.1772631961845,2800925.6423235615,-1.5024080472793457,-1,7482.899689703714,1
682,683,636.263123946011,2000653.870832487,0.08586074982645187,1,-800271.7714910745,-1
683,684,639.1562158647548,668081.0803653945,2.893091918743835,1,-1332572.7904670925,-1
684,685,642.114474918163,1806065.8285472912,2.958259053408142,1,1137984.7481818967,1
685,686,639.2317794957103,2553409.407461493,-2.8826954224526844,-1,747343.5789142016,1
686,687,636.9234632535085,2552023.418495467,-2.3083162422017267,-1,-1385.9889660258777,-1
687,688,631.0710075245446,2806451.97436681,-5.852455728963946,-1,254428.55587134324,1
688,689,628.3883004326692,2654439.9523585397,-2.682707091875386,-1,-152012.0220082705,-1
689,690,630.0306334770709,2490674.446669604,1.6423330444016528,1,-163765.50568893552,-1
690,691,646.2547885070326,3116571.586923226,16.224155029961707,1,625897.1402536216,1
691,692,651.3059650189027,1956848.5536795305,5.051176511870153,1,-1159723.0332436953,-1
692,693,649.6184982702885,2530044.4636261906,-1.6874667486142698,-1,573195.90994666,1
693,694,654.8085455275796,3183379.107706964,5.1900472572910985,1,653334.6440807735,1
694,695,670.6128571428703,4942178.406432777,15.804311615290771,1,1758799.2987258127,1
695,696,683.8365451761182,3498092.451109865,13.223688033247868,1,-1444085.9553229115,-1
696,697,689.9523283011073,3415134.2337630885,6.115783124989093,1,-82958.21734677674,-1
697,698,711.798590744473,4539835.454105388,21.84626244336573,1,1124701.2203423,1
698,699,702.1116161714564,2934863.3724693726,-9.686974573016641,-1,-1604972.0816360158,-1
699,700,703.583369252111,3183294.0550551624,1.4717530806545938,1,248430.68258578982,1
700,701,726.4124529616647,4798694.504165768,22.829083709553743,1,1615400.4491106053,1
701,702,730.7281623856416,3952706.424858854,4.315709423976841,1,-845988.0793069135,-1
702,703,709.4647450401595,7164824.705351198,-21.263417345482026,-1,3212118.280492344,1
703,704,700.4648192901059,3486245.683306139,-8.999925750053649,-1,-3678579.022045059,-1
704,705,707.2896183868343,1902229.5590455588,6.824799096728384,1,-1584016.1242605802,-1
705,706,712.3342451234646,2209813.026819119,5.044626736630335,1,307583.46777356043,1
706,707,707.1352015374097,3035032.185749531,-5.199043586054927,-1,825219.1589304116,1
707,708,716.0802144839884,5849664.490482933,8.945012946578686,1,2814632.304733402,1
708,709,729.9774875394921,6052222.602799578,13.897273055503774,1,202558.11231664475,1
709,710,713.3651322638871,3228040.286255958,-16.61235527560507,-1,-2824182.3165436196,-1
710,711,715.4559508476856,1920346.3452302632,2.090818583798523,1,-1307693.9410256948,-1
711,712,705.4269771088169,2849308.5438139895,-10.028973738868672,-1,928962.1985837263,1
712,713,699.496320825063,2416266.3449084423,-5.930656283753933,-1,-433042.19890554715,-1
713,714,703.206309469619,4131659.9972990514,3.709988644556006,1,1715393.652390609,1
714,715,711.7230566828979,2750648.8069804255,8.516747213278904,1,-1381011.190318626,-1
715,716,732.4961468961332,5039393.610050573,20.773090213235264,1,2288744.8030701475,1
716,717,742.4174845784793,2502935.4605816,9.92133768234612,1,-2536458.149468973,-1
717,718,744.9035363396841,3551360.6085922853,2.4860517612048625,1,1048425.1480106851,1
718,719,749.4189078069134,2069952.8929661547,4.515371467229215,1,-1481407.7156261306,-1
719,720,734.4688640338826,3124816.665858373,-14.950043773030757,-1,1054863.7728922183,1
720,721,734.5895159853505,2510093.1832083007,0.12065195146794849,1,-614723.4826500723,-1
721,722,743.6687127062147,3131130.241381818,9.07919672086416,1,621037.0581735172,1
722,723,740.8339293402641,2449587.6282208036,-2.834783365950557,-1,-681542.6131610144,-1
723,724,735.8847982989151,2729815.7373996465,-4.9491310413490055,-1,280228.109178843,1
724,725,735.8511061773582,2204178.067589667,-0.03369212155689638,-1,-525637.6698099794,-1
725,726,733.0593749221797,1972763.4001964678,-2.791731255178547,-1,-231414.6673931994,-1
726,727,733.2660617349702,2054004.6003063715,0.20668681279050816,1,81241.2001099037,1
727,728,731.2437234213988,2888766.1733122505,-2.0223383135713675,-1,834761.5730058791,1
728,729,731.9255941878589,2807238.2648933576,0.6818707664600652,1,-81527.90841889288,-1
729,730,740.7720649555704,2933446.646955519,8.84647076771148,1,126208.38206216134,1
730,731,753.0891036106816,3716368.5349883563,12.317038655111219,1,782921.8880328373,1
731,732,770.0338547443055,4181181.0811012588,16.944751133623868,1,464812.54611290246,1
732,733,765.1823521354712,2055412.4057893783,-4.8515026088342665,-1,-2125768.67531188,-1
733,734,764.4591914066859,2523765.90580076,-0.7231607287852739,-1,468353.50001138146,1
734,735,753.910837391786,3603990.829685681,-10.548354014899928,-1,1080224.9238849212,1
735,736,758.5589115646319,3278849.2504195347,4.648074172845895,1,-325141.5792661463,-1
736,737,762.9830214801972,3545399.869671419,4.424109915565282,1,266550.61925188405,1
737,738,769.8590795106998,3585341.5909850853,6.876058030502577,1,39941.72131366655,1
738,739,771.178323088748,3261423.4818396675,1.3192435780482583,1,-323918.1091454178,-1
739,740,772.9645366079644,2772589.526089048,1.7862135192164033,1,-488833.9557506195,-1
740,741,770.2047093023411,1958578.340842153,-2.7598273056232756,-1,-814011.1852468951,-1
741,742,779.8678913357785,4321932.499273521,9.663182033437351,1,2363354.158431368,1
742,743,779.6295712130943,3593117.948429,-0.23832012268417202,-1,-728814.5508445208,-1
743,744,778.7201172047857,3663919.017769256,-0.9094540083086713,-1,70801.06934025604,1
744,745,778.1249576884989,4512060.971443227,-0.5951595162867989,-1,848141.9536739704,1
745,746,782.2777341632385,5031711.447730244,4.152776474739653,1,519650.4762870176,1
746,747,790.1743952967608,2661122.3034730926,7.896661133522343,1,-2370589.1442571515,-1
747,748,790.9621197718719,2405198.413898515,0.7877244751110766,1,-255923.88957457757,-1
748,749,791.6763306052776,4401690.827186472,0.7142108334056729,1,1996492.4132879567,1
749,750,794.0227214935264,5452577.473557559,2.346390888248834,1,1050886.646371087,1
750,751,824.707095201837,6834995.726696488,30.684373708310545,1,1382418.2531389296,1
751,752,867.265693587988,9492456.380295604,42.55859838615106,1,2657460.653599116,1
752,753,902.3023195681527,9849005.128769774,35.03662598016467,1,356548.7484741695,1
753,754,889.5885492311313,5366422.480643588,-12.713770337021401,-1,-4482582.648126186,-1
754,755,877.2107752613304,3966762.259775929,-12.377773969800955,-1,-1399660.220867659,-1
755,756,899.2650351766413,2817819.4081398174,22.054259915310922,1,-1148942.8516361117,-1
756,757,926.9989473984564,7470402.764097657,27.733912221815103,1,4652583.35595784,1
757,758,960.9540908699242,9931996.37961919,33.95514347146786,1,2461593.6155215334,1
758,759,968.0518691834517,7929120.3157113,7.097778313527442,1,-2002876.0639078906,-1
759,760,954.2632879806456,7244247.908999373,-13.788581202806085,-1,-684872.4067119267,-1
760,761,964.3050655064538,2960174.38606094,10.041777525808243,1,-4284073.522938433,-1
761,762,992.3498346245669,5164314.335298249,28.044769118113095,1,2204139.9492373085,1
762,763,1016.679847122705,7855714.82367065,24.330012498138103,1,2691400.4883724013,1
763,764,1025.5626654005764,11092097.577630658,8.882818277871365,1,3236382.753960008,1
764,765,1106.713950327478,17168173.913556434,81.15128492690155,1,6076076.3359257765,1
765,766,1015.5235759044496,20170445.306695677,-91.1903744230284,-1,3002271.393139243,1
766,767,891.3491196101455,15164382.685488753,-124.17445629430404,-1,-5006062.621206924,-1
767,768,888.16178370442,6907826.883270357,-3.18733590572549,-1,-8256555.802218396,-1
768,769,916.1115749905518,4913891.694890774,27.949791286131813,1,-1993935.188379583,-1
769,770,900.4206883785134,5049169.438657352,-15.690886612038412,-1,135277.7437665779,1
770,771,907.3654396232431,6995360.895685754,6.944751244729673,1,1946191.457028402,1
771,772,815.3170659446442,17380919.05887974,-92.04837367859886,-1,10385558.163193986,1
772,773,792.4427005347717,9313409.213763822,-22.874365409872553,-1,-8067509.845115919,-1
773,774,816.3580671719917,7853362.60494308,23.915366637220018,1,-1460046.608820742,-1
774,775,831.936619718306,3437498.426880011,15.578552546314313,1,-4415864.178063069,-1
775,776,828.9052805280704,2731132.850103541,-3.031339190235599,-1,-706365.57677647,-1
776,777,838.1166404116968,3306065.0163162267,9.211359883626415,1,574932.1662126859,1
777,778,893.2922251206495,6743502.281636665,55.17558470895267,1,3437437.265320438,1
778,779,882.2737405989443,5526326.095468019,-11.018484521705204,-1,-1217176.1861686455,-1
779,780,899.0091080064539,4168719.72291328,16.735367407509557,1,-1357606.372554739,-1
780,781,903.5180120601206,3833869.424752661,4.508904053666697,1,-334850.2981606191,-1
781,782,926.7967858913619,3790281.9494622634,23.278773831241324,1,-43587.47529039765,-1
782,783,925.0611691662685,4189749.4290172155,-1.7356167250933368,-1,399467.4795549521,1
783,784,917.8423623078553,4893574.604100282,-7.218806858413245,-1,703825.1750830668,1
784,785,903.436007547177,5042285.150512301,-14.406354760678255,-1,148710.54641201906,1
785,786,897.5173675945824,4095917.591112931,-5.918639952594617,-1,-946367.5593993706,-1
786,787,913.4439285714418,4130860.3951245234,15.926560976859378,1,34942.80401159264,1
787,788,921.6363494252897,3023678.9191970895,8.19242085384792,1,-1107181.475927434,-1
788,789,924.3310347165786,2425709.3863541465,2.69468529128892,1,-597969.532842943,-1
789,790,920.6749532382551,2531139.719292276,-3.6560814783235855,-1,105430.33293812955,1
790,791,921.786798975688,3361964.078551633,1.1118457374329864,1,830824.3592593567,1
791,792,958.9560944451507,7414900.47043463,37.16929546946267,1,4052936.3918829975,1
792,793,978.0925601282827,5510413.728198111,19.136465683131973,1,-1904486.7422365192,-1
793,794,1002.692566227754,6249985.520954941,24.60000609947133,1,739571.7927568303,1
794,795,1013.3182625537081,6055968.584690058,10.625696325954095,1,-194016.93626488373,-1
795,796,1024.9773964497117,4559594.676315064,11.659133896003596,1,-1496373.908374994,-1
796,797,1017.8205676204633,4613010.555743153,-7.156828829248411,-1,53415.879428089596,1
797,798,1024.5353624956654,4942619.851835688,6.714794875202074,1,329609.29609253444,1
798,799,1052.3795340501877,6212265.896072681,27.84417155452229,1,1269646.0442369934,1
799,800,1051.7889813564097,7360357.226831936,-0.5905526937779086,-1,1148091.3307592552,1
800,801,990.0728552036011,16869810.916834902,-61.71612615280867,-1,9509453.690002967,1
801,802,987.7271490315288,7482219.560024146,-2.345706172072255,-1,-9387591.356810756,-1
802,803,1015.6951655091551,3303120.1258914075,27.968016477626293,1,-4179099.4341327385,-1
803,804,1012.8144016098365,1445543.6497801691,-2.8807638993185947,-1,-1857576.4761112384,-1
804,805,1000.6547656387293,5338125.845966592,-12.159635971107264,-1,3892582.1961864233,1
805,806,1010.6845493533056,5584144.501044103,10.029783714576297,1,246018.6550775105,1
806,807,1014.3678811002885,5386999.873008188,3.683331746982958,1,-197144.62803591508,-1
807,808,1034.6728953134939,5427230.01462369,20.305014213205368,1,40230.141615502536,1
808,809,1055.01156071455,6747758.22702943,20.338665401056005,1,1320528.2124057394,1
809,810,1065.3172149823813,3859511.3537892946,10.305654267831414,1,-2888246.873240135,-1
810,811,1058.2642182443387,3073049.9473658167,-7.052996738042566,-1,-786461.4064234779,-1
811,812,1073.8141470761664,5511945.162915453,15.549928831827629,1,2438895.2155496366,1
812,813,1111.4772743867838,8620226.371823931,37.66312731061748,1,3108281.208908478,1
813,814,1128.2278330806294,6303839.358567902,16.750558693845505,1,-2316387.013256029,-1
814,815,1169.9804281825748,11135604.731373139,41.75259510194542,1,4831765.372805237,1
815,816,1178.257447719352,12481423.134368356,8.277019536777289,1,1345818.4029952176,1
816,817,1154.8502411975019,7592384.431629059,-23.407206521850185,-1,-4889038.702739297,-1
817,818,1177.5970874619873,4772394.930462075,22.746846264485384,1,-2819989.5011669835,-1
818,819,1193.7341611758789,9403367.306207791,16.137073713891596,1,4630972.375745716,1
819,820,1195.001508109794,5627532.129177524,1.267346933915178,1,-3775835.177030267,-1
820,821,1217.7997311475397,10854279.722388381,22.79822303774563,1,5226747.593210857,1
821,822,1260.299685502987,11183484.761748675,42.499954355447244,1,329205.0393602941,1
822,823,1280.5226625908333,9672982.14594458,20.222977087846402,1,-1510502.6158040948,-1
823,824,1274.2496214057635,7674509.704769778,-6.273041185069815,-1,-1998472.4411748024,-1
824,825,1269.5232222611282,5387632.676582786,-4.726399144635252,-1,-2286877.028186992,-1
825,826,1282.098687256134,6857271.080913984,12.57546499500586,1,1469638.404331198,1
826,827,1227.269828276271,16704636.418365847,-54.82885897986307,-1,9847365.337451864,1
827,828,1175.9301874631356,12439780.128051417,-51.339640813135475,-1,-4264856.29031443,-1
828,829,1193.3551134627387,9676912.980576467,17.424925999603147,1,-2762867.14747495,-1
829,830,1180.3978059200786,33702305.5379943,-12.957307542660146,-1,24025392.557417836,1
830,831,1190.0080595686668,8839849.636141995,9.610253648588241,1,-24862455.90185231,-1
831,832,1222.255558022654,9438290.780738419,32.24749845398719,1,598441.144596424,1
832,833,1239.3917600339098,10431545.340315118,17.13620201125582,1,993254.5595766995,1
833,834,1247.8659339585863,9016292.214695077,8.474173924676506,1,-1415253.125620041,-1
834,835,1255.8171675521908,12789712.802559856,7.9512335936044565,1,3773420.587864779,1
835,836,1179.4934350411668,20265037.858638603,-76.32373251102399,-1,7475325.056078747,1
836,837,1111.7704642166425,20527325.010701846,-67.72297082452428,-1,262287.1520632431,1
837,838,997.3640488142961,24397890.34293621,-114.4064154023464,-1,3870565.332234364,1
838,839,1024.5335659898392,11529184.214230075,27.169517175543092,1,-12868706.128706135,-1
839,840,1042.5110525492664,10206879.619980963,17.977486559427234,1,-1322304.5942491125,-1
840,841,1096.1632884310602,14500175.379355762,53.652235881793786,1,4293295.759374799,1
841,842,1030.2881410826853,12877784.232172374,-65.87514734837487,-1,-1622391.1471833885,-1
842,843,1029.7547098226526,9377172.229896203,-0.5334312600327848,-1,-3500612.002276171,-1
843,844,962.2479388227454,20695202.712481756,-67.50677099990719,-1,11318030.482585553,1
844,845,936.7476451196088,12042640.873280443,-25.50029370313655,-1,-8652561.839201313,-1
845,846,975.9521704006833,9251717.282317555,39.20452528107444,1,-2790923.5909628887,-1
846,847,1017.7150408419766,10542508.789459888,41.76287044129333,1,1290791.5071423333,1
847,848,1041.3135935334928,10117910.95185489,23.59855269151626,1,-424597.8376049977,-1
848,849,1039.5004776579458,8914398.42057992,-1.8131158755470551,-1,-1203512.5312749706,-1
849,850,1039.800903073575,8495081.616669483,0.3004254156292063,1,-419316.8039104361,-1
850,851,1071.5700598049893,10872721.534119362,31.76915673141434,1,2377639.9174498785,1
851,852,1090.630693788346,7037518.241104593,19.060633983356638,1,-3835203.2930147694,-1
852,853,1116.3631018537455,12872162.407138197,25.732408065399568,1,5834644.166033604,1
853,854,1145.5896991228014,11588298.278103504,29.2265972690559,1,-1283864.1290346924,-1
854,855,1145.0634194637823,9723500.175693398,-0.5262796590191101,-1,-1864798.102410106,-1
855,856,1132.8792296699119,11246637.581356563,-12.184189793870473,-1,1523137.4056631643,1
856,857,1178.1984122359636,11682827.171343405,45.31918256605172,1,436189.5899868421,1
857,858,1192.038681924401,8331497.142946006,13.840269688437502,1,-3351330.028397399,-1
858,859,1187.6784609640938,4560168.338218023,-4.360220960307288,-1,-3771328.8047279827,-1
859,860,1202.8134616388322,7921101.516030149,15.135000674738421,1,3360933.1778121255,1
860,861,1210.34947184702,6146021.503078285,7.53601020818769,1,-1775080.012951864,-1
861,862,1219.64800347349,6639719.164569318,9.298531626470094,1,493697.6614910336,1
862,863,1216.9400858663996,8308901.107127823,-2.707917607090394,-1,1669181.9425585046,1
863,864,1180.120406148634,11020410.938749561,-36.819679717765666,-1,2711509.831621738,1
864,865,1181.3310415362298,6635679.867283065,1.2106353875958575,1,-4384731.071466496,-1
865,866,1181.0067119192177,4232216.07243335,-0.3243296170121539,-1,-2403463.794849715,-1
866,867,1180.1580292264525,3778417.9187095133,-0.8486826927651236,-1,-453798.1537238364,-1
867,868,1185.0714440743207,8486113.335665928,4.913414847868125,1,4707695.416956415,1
868,869,1200.1348228562429,7076280.866248847,15.06337878192221,1,-1409832.4694170812,-1
869,870,1204.544001015353,8111711.84364156,4.40917815911007,1,1035430.9773927126,1
870,871,1230.9999177843208,9259474.754047962,26.45591676896788,1,1147762.9104064023,1
871,872,1248.6447866368349,7824932.360030453,17.644868852514037,1,-1434542.3940175092,-1
872,873,1244.157780816649,7849099.8143742345,-4.487005820185914,-1,24167.454343781807,1
873,874,1248.8705272958384,6458227.439913828,4.712746479189491,1,-1390872.3744604066,-1
874,875,1255.549209532272,7245746.877441277,6.678682236433588,1,787519.4375274489,1
875,876,1278.5837556922356,10455621.474112118,23.03454615996361,1,3209874.596670841,1
876,877,1300.7725149798073,12630182.601759018,22.188759287571656,1,2174561.1276469007,1
877,878,1339.511568525414,16499004.26721715,38.739053545606794,1,3868821.6654581316,1
878,879,1339.8759120234733,18521513.888389155,0.36434349805927013,1,2022509.6211720053,1
879,880,1356.1191371440045,11765485.941323858,16.24322512053118,1,-6756027.9470652975,-1
880,881,1367.9067453443472,16879141.958863012,11.787608200342675,1,5113656.017539155,1
881,882,1437.8151763281253,21747233.714355897,69.90843098377809,1,4868091.755492885,1
882,883,1467.6622508119824,18124602.515695047,29.847074483857114,1,-3622631.1986608505,-1
883,884,1499.8900656767764,27151429.373676583,32.22781486479403,1,9026826.857981537,1
884,885,1577.2422167725704,41099106.520196065,77.35215109579394,1,13947677.146519482,1
885,886,1586.7213955029686,24278000.096163414,9.47917873039819,1,-16821106.42403265,-1
886,887,1587.4013628376556,15991742.134017983,0.679967334687035,1,-8286257.962145431,-1
887,888,1597.2263411708118,20004904.151939828,9.824978333156196,1,4013162.0179218445,1
888,889,1659.0691560096532,29776990.082523312,61.84281483884138,1,9772085.930583484,1
889,890,1732.5862604576848,29926062.36345094,73.51710444803166,1,149072.28092762828,1
890,891,1767.8350182756596,23324794.021814425,35.24875781797482,1,-6601268.341636516,-1
891,892,1840.8081853200545,29692253.872557845,72.97316704439481,1,6367459.85074342,1
892,893,1720.1480072406987,31116244.161164198,-120.66017807935577,-1,1423990.288606353,1
893,894,1741.4600539994328,18603357.86138095,21.31204675873414,1,-12512886.299783248,-1
894,895,1796.2658164543095,9804093.772382779,54.805762454876685,1,-8799264.08899817,-1
895,896,1735.1960010375024,21097141.987589322,-61.06981541680716,-1,11293048.215206543,1
896,897,1757.4181553569044,21844397.211450573,22.22215431940208,1,747255.223861251,1
897,898,1820.7949381191431,20963435.717031997,63.37678276223869,1,-880961.4944185764,-1
898,899,1858.8120062324417,26127172.65148112,38.01706811329859,1,5163736.934449125,1
899,900,1950.8427580484433,32772704.342631243,92.03075181600161,1,6645531.691150121,1
900,901,2017.4723494419,26935442.095674463,66.62959139345662,1,-5837262.246956781,-1
901,902,2059.683326817041,40764998.69739116,42.21097737514083,1,13829556.601716697,1
902,903,2176.025024730361,61148409.23912745,116.34169791332033,1,20383410.54173629,1
903,904,2247.1388373611626,42301862.31547738,71.11381263080148,1,-18846546.92365007,-1
904,905,2412.83298760193,60335571.953325815,165.6941502407676,1,18033709.637848437,1
905,906,2566.082355363736,93638438.11545256,153.24936776180584,1,33302866.162126742,1
906,907,2369.829203656636,76504274.38558654,-196.2531517071002,-1,-17134163.729866013,-1
907,908,2089.760931820531,68713823.34553948,-280.06827183610494,-1,-7790451.040047064,-1
908,909,2232.4617689489028,36157167.33339804,142.70083712837186,1,-32556656.012141444,-1
909,910,2277.0313856306657,39965154.59580216,44.56961668176291,1,3807987.2624041215,1
910,911,2235.4947625110967,50586445.279836096,-41.53662311956896,-1,10621290.684033938,1
911,912,2280.7703334522034,48642795.73574156,45.27557094110671,1,-1943649.5440945327,-1
912,913,2414.4040696248903,45965836.36687709,133.6337361726869,1,-2676959.3688644767,-1
913,914,2434.551014044678,30280840.75987587,20.146944419787815,1,-15684995.607001215,-1
914,915,2529.3472991045505,40093715.21273729,94.79628505987239,1,9812874.45286142,1
915,916,2526.5876536509086,31090822.780997444,-2.7596454536419515,-1,-9002892.431739848,-1
916,917,2685.4176474833607,52720978.201212674,158.82999383245215,1,21630155.42021523,1
917,918,2840.7043319585773,63707703.206463724,155.2866844752166,1,10986725.00525105,1
918,919,2767.678935777092,57256247.3317566,-73.02539618148512,-1,-6451455.874707125,-1
919,920,2769.2727076283913,32379474.63325795,1.5937718512991523,1,-24876772.698498648,-1
920,921,2825.526126928531,31009087.96223558,56.25341930013974,1,-1370386.6710223705,-1
921,922,2882.2805672851414,60296025.59184383,56.7544403566103,1,29286937.629608247,1
922,923,2947.899252702892,46026979.42559974,65.61868541775084,1,-14269046.16624409,-1
923,924,2735.4719902014663,112483118.11734955,-212.42726250142596,-1,66456138.69174981,1
924,925,2729.0585339350505,46872121.53106997,-6.413456266415778,-1,-65610996.58627958,-1
925,926,2565.577385551926,80229754.33571775,-163.4811483831245,-1,33357632.80464778,1
926,927,2311.9420534865176,94521482.34643017,-253.63533206540842,-1,14291728.010712415,1
927,928,2458.450610045778,50558056.92471833,146.50855655926034,1,-43963425.42171184,-1
928,929,2598.779576989753,43775985.862168744,140.32896694397505,1,-6782071.062549584,-1
929,930,2534.4112169304276,35334293.28417557,-64.36836005932537,-1,-8441692.577993177,-1
930,931,2569.872945402502,37983696.52108858,35.461728472074356,1,2649403.2369130105,1
931,932,2692.520457447277,49856506.26251499,122.64751204477488,1,11872809.741426416,1
932,933,2680.1267741036377,46249506.79312063,-12.393683343639168,-1,-3606999.4693943635,-1
933,934,2684.4183912438025,32056643.9501323,4.291617140164817,1,-14192862.84298833,-1
934,935,2702.013445316599,24571724.434624184,17.5950540727963,1,-7484919.515508115,-1
935,936,2605.576442512391,37486787.11630969,-96.43700280420762,-1,12915062.681685504,1
936,937,2538.240578440379,35021344.53541254,-67.3358640720121,-1,-2465442.580897145,-1
937,938,2421.712077428823,49906575.97172848,-116.52850101155627,-1,14885231.436315939,1
938,939,2412.5094769188213,53102091.26895664,-9.202600510001503,-1,3195515.2972281575,1
939,940,2549.13349448688,38176829.292828165,136.62401756805866,1,-14925261.976128474,-1
940,941,2549.7571265965835,23765210.973675877,0.6236321097035216,1,-14411618.319152288,-1
941,942,2489.7521077611964,28204508.17800435,-60.00501883538709,-1,4439297.204328474,1
942,943,2447.721974660022,20529532.162024077,-42.030133101174215,-1,-7674976.0159802735,-1
943,944,2481.8166681637595,23511748.113460694,34.09469350373729,1,2982215.9514366165,1
944,945,2548.815188399548,27991115.54682141,66.99852023578842,1,4479367.433360718,1
945,946,2596.223547678207,25516536.031978123,47.40835927865919,1,-2474579.514843289,-1
946,947,2585.6762311819207,24455961.8025608,-10.547316496286385,-1,-1060574.229417324,-1
947,948,2596.9005477908636,22938341.200778842,11.2243166089429,1,-1517620.6017819569,-1
948,949,2522.9358026480263,29320308.92520893,-73.96474514283727,-1,6381967.724430088,1
949,950,2534.831099077443,17977804.554333676,11.895296429416703,1,-11342504.370875254,-1
950,951,2538.2492052548687,14325549.170812877,3.4181061774256705,1,-3652255.3835207988,-1
951,952,2382.488216404324,43692743.512658596,-155.7609888505449,-1,29367194.34184572,1
952,953,2330.339893971038,34627484.64202954,-52.14832243328601,-1,-9065258.870629057,-1
953,954,2363.518469637782,28867591.422631018,33.17857566674411,1,-5759893.219398521,-1
954,955,2344.489492772464,23037457.451054513,-19.028976865317873,-1,-5830133.971576504,-1
955,956,2222.946576455094,33107669.680845506,-121.54291631736987,-1,10070212.229790993,1
956,957,2044.7282188623894,34371545.16646186,-178.2183575927047,-1,1263875.4856163561,1
957,958,1906.5462832007743,40827856.67513405,-138.18193566161517,-1,6456311.508672185,1
958,959,2106.483183536016,45754868.61026136,199.93690033524172,1,4927011.93512731,1
959,960,2296.977245661726,53853880.17194518,190.49406212571012,1,8099011.561683819,1
960,961,2304.0317864959993,42716315.9954001,7.054540834273212,1,-11137564.176545076,-1
961,962,2649.0470669400092,113848893.40702076,345.01528044400993,1,71132577.41162066,1
962,963,2712.5800641536057,41374714.82552509,63.532997213596445,1,-72474178.58149567,-1
963,964,2803.0862201856157,35574305.21704956,90.50615603201004,1,-5800409.608475529,-1
964,965,2768.6593705767496,25212450.34965954,-34.42684960886618,-1,-10361854.867390022,-1
965,966,2760.063993638146,23668907.15129752,-8.59537693860375,-1,-1543543.198362019,-1
966,967,2579.240219078798,53618519.69262446,-180.82377455934784,-1,29949612.541326936,1
967,968,2487.7863948559575,28187765.497889996,-91.45382422284047,-1,-25430754.19473446,-1
968,969,2616.7952596323416,30878369.97315051,129.00886477638414,1,2690604.4752605148,1
969,970,2749.9088026108648,44889363.63620581,133.11354297852313,1,14010993.663055297,1
970,971,2714.096908246463,23331749.81773937,-35.811894364401724,-1,-21557613.818466436,-1
971,972,2677.4752960257865,24853961.257409144,-36.621612220676525,-1,1522211.439669773,1
972,973,2808.2783864627377,31768887.488930732,130.80309043695115,1,6914926.231521588,1
973,974,2774.8994734329117,26432275.300985184,-33.37891302982598,-1,-5336612.187945548,-1
974,975,2708.6717943647054,21215501.836779013,-66.22767906820627,-1,-5216773.46420617,-1
975,976,2759.1336534314046,21043351.559976015,50.46185906669916,1,-172150.27680299804,-1
976,977,2919.5637274290225,39619313.41633472,160.4300739976179,1,18575961.856358703,1
977,978,3203.66717825176,52963223.98695346,284.1034508227376,1,13343910.570618741,1
978,979,3214.664529901672,24897343.88222346,10.997351649911707,1,-28065880.10473,-1
979,980,3354.557125264378,44412748.686797954,139.8925953627063,1,19515404.804574493,1
980,981,3418.527037622687,54400174.530639365,63.9699123583091,1,9987425.843841411,1
981,982,3329.643799709168,37841117.95716922,-88.88323791351922,-1,-16559056.573470145,-1
982,983,3419.331481566315,33641728.893647864,89.6876818571468,1,-4199389.063521355,-1
983,984,3577.226235923536,59064697.82876735,157.89475435722125,1,25422968.935119487,1
984,985,3891.3506035345604,94578376.92157136,314.12436761102435,1,35513679.09280401,1
985,986,4049.3793685152627,72824600.94750793,158.02876498070236,1,-21753775.974063426,-1
986,987,4260.431801532985,97668161.18556678,211.0524330177227,1,24843560.23805885,1
987,988,4101.764763393254,122200341.80841371,-158.66703813973163,-1,24532180.62284693,1
