ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard
INT_15_B;2014-02;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;148;148;0;12;91.9;11.3
INT_14_A;2014-02;Est Centre;CLERMONT FERRAND;PARIS BERCY;208;206;2;27;86.9;6.6
INT_8_A;2014-02;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;114;112;2;17;84.8;5.6
INT_25_A;2014-02;Nord-Normandie;PARIS ST LAZARE;ROUEN;305;303;2;30;90.1;9.1
INT_13_A;2014-02;Est Centre;CLERMONT FERRAND;NÎMES;28;28;0;2;92.9;13.0
INT_19_A;2014-02;Nord-Normandie;MAUBEUGE;PARIS NORD;277;275;2;22;92.0;11.5
INT_7_A;2014-02;Nord-Normandie;BOULOGNE;PARIS NORD;139;139;0;12;91.4;10.6
INT_18_B;2014-02;Est Centre;NANTES;LYON PART DIEU;16;16;0;2;87.5;7.0
INT_5_B;2014-02;Est Centre;LIMOGES;BORDEAUX ST JEAN;27;27;0;0;100.0;
INT_21_A;2014-07;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;370;356;14;91;74.4;2.9
INT_15_B;2014-07;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;163;163;0;26;84.0;5.3
INT_18_B;2016-01;Est Centre;NANTES;LYON PART DIEU;20;20;0;0;100.0;
INT_16_B;2016-02;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;74;74;0;8;89.2;8.3
INT_8_A;2016-03;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;108;105;3;9;91.4;10.7
INT_14_A;2016-03;Est Centre;CLERMONT FERRAND;PARIS BERCY;215;215;0;29;86.5;6.4
INT_14_B;2016-02;Est Centre;PARIS BERCY;CLERMONT FERRAND;217;216;1;19;91.2;10.4
INT_9_B;2016-02;Nord-Normandie;PARIS ST LAZARE;CAEN;202;201;1;15;92.5;12.4
INT_3_B;2016-02;Est Centre;CLERMONT FERRAND;BÉZIERS;29;28;1;1;96.4;27.0
INT_3_B;2016-03;Est Centre;CLERMONT FERRAND;BÉZIERS;52;51;1;1;98.0;50.0
INT_13_A;2016-02;Est Centre;CLERMONT FERRAND;NÎMES;29;29;0;1;96.6;28.0
INT_23_B;2016-01;Est Centre;TROYES;PARIS EST;269;264;5;9;96.6;28.3
INT_23_B;2016-02;Est Centre;TROYES;PARIS EST;247;245;2;25;89.8;8.8
INT_21_B;2016-05;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;264;261;3;65;75.1;3.0
INT_8_B;2016-05;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;100;98;2;13;86.7;6.5
INT_12_A;2016-05;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;192;190;2;21;88.9;8.0
INT_9_B;2016-05;Nord-Normandie;PARIS ST LAZARE;CAEN;202;201;1;27;86.6;6.4
INT_14_B;2016-05;Est Centre;PARIS BERCY;CLERMONT FERRAND;169;169;0;43;74.6;2.9
INT_4_B;2016-05;Atlantique Méd.;NICE;BORDEAUX ST JEAN;167;164;3;33;79.9;4.0
INT_2_B;2016-05;Est Centre;PARIS EST;BELFORT;108;108;0;18;83.3;5.0
INT_15_B;2016-06;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;93;93;0;35;62.4;1.7
INT_12_A;2016-07;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;213;212;1;13;93.9;15.3
INT_14_B;2016-06;Est Centre;PARIS BERCY;CLERMONT FERRAND;128;127;1;38;70.1;2.3
INT_6_B;2016-07;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;93;93;0;23;75.3;3.0
INT_22_B;2016-06;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;90;90;0;34;62.2;1.6
INT_13_A;2016-07;Est Centre;CLERMONT FERRAND;NÎMES;30;29;1;3;89.7;8.7
INT_25_B;2016-06;Nord-Normandie;ROUEN;PARIS ST LAZARE;167;166;1;22;86.7;6.5
INT_2_A;2016-07;Est Centre;BELFORT;PARIS EST;88;87;1;11;87.4;6.9
INT_17_B;2014-01;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;365;362;3;39;89.2;8.3
INT_16_A;2014-01;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;33;31;2;4;87.1;6.8
INT_6_B;2014-01;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;72;72;0;6;91.7;11.0
INT_18_A;2014-01;Est Centre;LYON PART DIEU;NANTES;108;108;0;7;93.5;14.4
INT_10_A;2014-01;Nord-Normandie;CAEN;TOURS;67;66;1;6;90.9;10.0
INT_11_B;2015-08;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;110;107;3;5;95.3;20.4
INT_8_B;2015-08;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;123;122;1;9;92.6;12.6
INT_12_B;2015-08;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;175;175;0;14;92.0;11.5
INT_6_B;2015-08;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;71;71;0;24;66.2;2.0
INT_3_B;2015-08;Est Centre;CLERMONT FERRAND;BÉZIERS;31;31;0;1;96.8;30.0
INT_25_B;2015-08;Nord-Normandie;ROUEN;PARIS ST LAZARE;250;247;3;13;94.7;18.0
INT_9_A;2015-08;Nord-Normandie;CAEN;PARIS ST LAZARE;195;194;1;24;87.6;7.1
INT_1_B;2015-08;Nord-Normandie;PARIS NORD;AMIENS;168;168;0;14;91.7;11.0
INT_10_B;2015-08;Nord-Normandie;TOURS;CAEN;63;62;1;3;95.2;19.7
INT_8_B;2014-12;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;123;123;0;12;90.2;9.3
INT_12_B;2014-12;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;169;168;1;30;82.1;4.6
INT_15_B;2014-12;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;164;159;5;16;89.9;8.9
INT_6_B;2014-12;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;71;69;2;16;76.8;3.3
INT_5_A;2015-01;Est Centre;BORDEAUX ST JEAN;LIMOGES;31;31;0;2;93.5;14.5
INT_4_B;2014-12;Atlantique Méd.;NICE;BORDEAUX ST JEAN;181;172;9;37;78.5;3.6
INT_7_B;2014-12;Nord-Normandie;PARIS NORD;BOULOGNE;83;83;0;26;68.7;2.2
INT_18_B;2014-12;Est Centre;NANTES;LYON PART DIEU;15;15;0;2;86.7;6.5
INT_2_B;2014-12;Est Centre;PARIS EST;BELFORT;130;129;1;16;87.6;7.1
INT_3_A;2015-01;Est Centre;BÉZIERS;CLERMONT FERRAND;31;31;0;0;100.0;
INT_24_A;2015-01;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;78;78;0;12;84.6;5.5
INT_8_B;2015-01;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;124;123;1;8;93.5;14.4
INT_11_B;2015-01;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;106;106;0;10;90.6;9.6
INT_17_B;2015-01;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;365;354;11;36;89.8;8.8
INT_21_A;2015-01;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;377;377;0;40;89.4;8.4
INT_15_A;2015-01;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;166;165;1;11;93.3;14.0
INT_9_B;2015-01;Nord-Normandie;PARIS ST LAZARE;CAEN;244;241;3;28;88.4;7.6
INT_3_B;2015-01;Est Centre;CLERMONT FERRAND;BÉZIERS;31;31;0;1;96.8;30.0
INT_18_A;2015-01;Est Centre;LYON PART DIEU;NANTES;72;72;0;6;91.7;11.0
INT_23_B;2015-01;Est Centre;TROYES;PARIS EST;219;216;3;10;95.4;20.6
INT_21_B;2015-02;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;336;336;0;51;84.8;5.6
INT_11_B;2015-02;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;95;95;0;4;95.8;22.8
INT_22_A;2015-02;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;115;113;2;21;81.4;4.4
INT_8_B;2015-02;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;113;113;0;7;93.8;15.1
INT_4_A;2015-02;Atlantique Méd.;BORDEAUX ST JEAN;NICE;167;166;1;28;83.1;4.9
INT_8_A;2015-02;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;112;112;0;15;86.6;6.5
INT_6_B;2015-02;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;64;64;0;11;82.8;4.8
INT_5_A;2015-02;Est Centre;BORDEAUX ST JEAN;LIMOGES;13;13;0;1;92.3;12.0
INT_1_A;2015-02;Nord-Normandie;AMIENS;PARIS NORD;150;148;2;43;70.9;2.4
INT_2_B;2015-02;Est Centre;PARIS EST;BELFORT;117;113;4;6;94.7;17.8
INT_16_B;2015-03;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;103;102;1;7;93.1;13.6
INT_6_A;2015-04;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;69;69;0;8;88.4;7.6
INT_11_A;2015-04;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;93;92;1;8;91.3;10.5
INT_4_A;2015-04;Atlantique Méd.;BORDEAUX ST JEAN;NICE;187;187;0;34;81.8;4.5
INT_15_A;2015-04;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;155;155;0;7;95.5;21.1
INT_5_B;2015-04;Est Centre;LIMOGES;BORDEAUX ST JEAN;31;30;1;3;90.0;9.0
INT_23_B;2015-03;Est Centre;TROYES;PARIS EST;240;238;2;13;94.5;17.3
INT_15_B;2015-03;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;163;163;0;11;93.3;13.8
INT_4_A;2015-03;Atlantique Méd.;BORDEAUX ST JEAN;NICE;198;195;3;36;81.5;4.4
INT_12_B;2015-02;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;156;156;0;29;81.4;4.4
INT_15_A;2015-03;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;166;165;1;6;96.4;26.5
INT_4_B;2015-03;Atlantique Méd.;NICE;BORDEAUX ST JEAN;187;186;1;30;83.9;5.2
INT_7_B;2015-02;Nord-Normandie;PARIS NORD;BOULOGNE;55;55;0;10;81.8;4.5
INT_1_B;2015-03;Nord-Normandie;PARIS NORD;AMIENS;173;172;1;32;81.4;4.4
INT_2_A;2015-03;Est Centre;BELFORT;PARIS EST;126;121;5;7;94.2;16.3
INT_10_B;2015-02;Nord-Normandie;TOURS;CAEN;56;56;0;5;91.1;10.2
INT_16_B;2015-02;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;60;58;2;0;100.0;
INT_21_B;2015-04;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;344;342;2;58;83.0;4.9
INT_16_B;2015-04;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;113;112;1;9;92.0;11.4
INT_22_A;2015-04;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;120;120;0;19;84.2;5.3
INT_21_A;2015-04;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;352;350;2;41;88.3;7.5
INT_17_B;2015-04;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;345;345;0;32;90.7;9.8
INT_22_B;2015-04;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;118;118;0;9;92.4;12.1
INT_13_B;2015-04;Est Centre;NÎMES;CLERMONT FERRAND;33;32;1;3;90.6;9.7
INT_11_B;2015-04;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;0;;;;;
INT_24_B;2015-07;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;128;128;0;16;87.5;7.0
INT_21_B;2015-07;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;355;351;4;80;77.2;3.4
INT_8_B;2015-07;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;125;125;0;15;88.0;7.3
INT_22_A;2015-07;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;128;128;0;39;69.5;2.3
INT_8_A;2015-08;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;125;124;1;18;85.5;5.9
INT_6_A;2017-02;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;82;81;1;17;79.0;3.8
INT_21_A;2017-02;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;321;317;4;79;75.1;3.0
INT_12_B;2017-01;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;197;197;0;30;84.8;5.6
INT_17_B;2017-01;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;352;352;0;33;90.6;9.7
INT_16_A;2017-02;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;76;75;1;10;86.7;6.5
INT_9_B;2017-01;Nord-Normandie;PARIS ST LAZARE;CAEN;214;210;4;41;80.5;4.1
INT_13_B;2017-02;Est Centre;NÎMES;CLERMONT FERRAND;28;27;1;12;55.6;1.3
INT_20_A;2017-01;Est Centre;NEVERS;PARIS BERCY;158;156;2;16;89.7;8.8
INT_2_B;2017-01;Est Centre;PARIS EST;BELFORT;135;133;2;6;95.5;21.2
INT_6_A;2016-11;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;92;89;3;17;80.9;4.2
INT_21_A;2016-11;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;330;325;5;79;75.7;3.1
INT_8_A;2016-11;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;118;117;1;36;69.2;2.3
INT_12_A;2016-10;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;213;213;0;13;93.9;15.4
INT_22_B;2016-10;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;112;112;0;43;61.6;1.6
INT_5_B;2016-10;Est Centre;LIMOGES;BORDEAUX ST JEAN;27;27;0;2;92.6;12.5
INT_1_B;2016-10;Nord-Normandie;PARIS NORD;AMIENS;219;219;0;12;94.5;17.3
INT_13_B;2016-11;Est Centre;NÎMES;CLERMONT FERRAND;30;30;0;12;60.0;1.5
INT_20_B;2016-10;Est Centre;PARIS BERCY;NEVERS;134;132;2;19;85.6;5.9
INT_16_A;2016-11;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;0;0;0;10;;-1.0
INT_24_B;2016-12;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;79;78;1;9;88.5;7.7
INT_16_B;2016-12;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;66;66;0;25;62.1;1.6
INT_12_B;2016-12;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;199;197;2;30;84.8;5.6
INT_15_B;2016-12;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;155;155;0;13;91.6;10.9
INT_25_A;2016-12;Nord-Normandie;PARIS ST LAZARE;ROUEN;295;289;6;25;91.3;10.6
INT_16_A;2016-12;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;64;64;0;10;84.4;5.4
INT_15_A;2017-01;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;164;164;0;19;88.4;7.6
INT_18_B;2016-12;Est Centre;NANTES;LYON PART DIEU;64;64;0;7;89.1;8.1
INT_23_B;2016-12;Est Centre;TROYES;PARIS EST;279;277;2;36;87.0;6.7
INT_2_B;2016-12;Est Centre;PARIS EST;BELFORT;128;128;0;6;95.3;20.3
INT_6_B;2017-04;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;90;89;1;23;74.2;2.9
INT_15_A;2017-04;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;159;159;0;19;88.1;7.4
INT_9_B;2017-03;Nord-Normandie;PARIS ST LAZARE;CAEN;219;218;1;41;81.2;4.3
INT_13_A;2017-04;Est Centre;CLERMONT FERRAND;NÎMES;30;30;0;3;90.0;9.0
INT_19_A;2017-04;Nord-Normandie;MAUBEUGE;PARIS NORD;260;258;2;20;92.2;11.9
INT_18_A;2017-04;Est Centre;LYON PART DIEU;NANTES;54;54;0;8;85.2;5.8
INT_7_A;2017-04;Nord-Normandie;BOULOGNE;PARIS NORD;142;137;5;20;85.4;5.8
INT_9_A;2017-04;Nord-Normandie;CAEN;PARIS ST LAZARE;188;187;1;18;90.4;9.4
INT_5_B;2017-04;Est Centre;LIMOGES;BORDEAUX ST JEAN;30;30;0;2;93.3;14.0
INT_20_A;2017-04;Est Centre;NEVERS;PARIS BERCY;147;145;2;16;89.0;8.1
INT_24_A;2016-11;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;78;77;1;28;63.6;1.8
INT_11_B;2016-11;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;58;53;5;4;92.5;12.3
INT_14_A;2016-12;Est Centre;CLERMONT FERRAND;PARIS BERCY;227;224;3;32;85.7;6.0
INT_3_B;2016-12;Est Centre;CLERMONT FERRAND;BÉZIERS;62;61;1;2;96.7;29.5
INT_5_A;2016-12;Est Centre;BORDEAUX ST JEAN;LIMOGES;24;24;0;1;95.8;23.0
INT_25_B;2016-11;Nord-Normandie;ROUEN;PARIS ST LAZARE;298;294;4;15;94.9;18.6
INT_20_B;2016-11;Est Centre;PARIS BERCY;NEVERS;134;134;0;19;85.8;6.1
INT_23_A;2016-11;Est Centre;PARIS EST;TROYES;202;197;5;36;81.7;4.5
INT_10_B;2016-11;Nord-Normandie;TOURS;CAEN;60;60;0;11;81.7;4.5
INT_10_A;2016-12;Nord-Normandie;CAEN;TOURS;66;66;0;12;81.8;4.5
INT_17_A;2017-03;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;367;366;1;19;94.8;18.3
INT_15_A;2017-03;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;162;161;1;19;88.2;7.5
INT_13_A;2017-03;Est Centre;CLERMONT FERRAND;NÎMES;31;30;1;3;90.0;9.0
INT_19_B;2017-03;Nord-Normandie;PARIS NORD;MAUBEUGE;305;304;1;39;87.2;6.8
INT_19_B;2017-02;Nord-Normandie;PARIS NORD;MAUBEUGE;274;272;2;39;85.7;6.0
INT_18_A;2017-03;Est Centre;LYON PART DIEU;NANTES;58;58;0;8;86.2;6.3
INT_20_B;2017-02;Est Centre;PARIS BERCY;NEVERS;135;135;0;19;85.9;6.1
INT_20_A;2017-03;Est Centre;NEVERS;PARIS BERCY;145;143;2;16;88.8;7.9
INT_2_A;2017-03;Est Centre;BELFORT;PARIS EST;133;131;2;11;91.6;10.9
INT_10_B;2017-02;Nord-Normandie;TOURS;CAEN;56;56;0;11;80.4;4.1
INT_16_B;2017-04;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;120;119;1;25;79.0;3.8
INT_8_B;2017-04;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;121;120;1;16;86.7;6.5
INT_1_B;2017-04;Nord-Normandie;PARIS NORD;AMIENS;194;194;0;12;93.8;15.2
INT_1_B;2014-01;Nord-Normandie;PARIS NORD;AMIENS;308;307;1;53;82.7;4.8
INT_1_A;2014-01;Nord-Normandie;AMIENS;PARIS NORD;219;219;0;31;85.8;6.1
INT_11_B;2015-07;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;106;106;0;20;81.1;4.3
INT_15_B;2015-07;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;166;165;1;10;93.9;15.5
INT_21_A;2015-07;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;367;361;6;80;77.8;3.5
INT_14_A;2015-07;Est Centre;CLERMONT FERRAND;PARIS BERCY;216;214;2;31;85.5;5.9
INT_16_A;2015-07;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;111;110;1;6;94.5;17.3
INT_12_A;2015-07;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;202;200;2;20;90.0;9.0
INT_14_B;2015-07;Est Centre;PARIS BERCY;CLERMONT FERRAND;216;216;0;35;83.8;5.2
INT_7_B;2015-07;Nord-Normandie;PARIS NORD;BOULOGNE;61;61;0;4;93.4;14.3
INT_20_A;2015-07;Est Centre;NEVERS;PARIS BERCY;157;156;1;17;89.1;8.2
INT_23_A;2015-07;Est Centre;PARIS EST;TROYES;220;220;0;31;85.9;6.1
INT_24_A;2015-08;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;131;131;0;19;85.5;5.9
INT_22_A;2015-08;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;128;128;0;17;86.7;6.5
INT_17_B;2015-08;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;289;289;0;28;90.3;9.3
INT_16_A;2015-08;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;116;112;4;8;92.9;13.0
INT_14_B;2015-08;Est Centre;PARIS BERCY;CLERMONT FERRAND;212;212;0;60;71.7;2.5
INT_7_B;2015-08;Nord-Normandie;PARIS NORD;BOULOGNE;60;60;0;4;93.3;14.0
INT_18_B;2015-08;Est Centre;NANTES;LYON PART DIEU;20;19;1;2;89.5;8.5
INT_20_B;2015-08;Est Centre;PARIS BERCY;NEVERS;157;156;1;30;80.8;4.2
INT_2_B;2015-08;Est Centre;PARIS EST;BELFORT;129;129;0;11;91.5;10.7
INT_2_A;2015-08;Est Centre;BELFORT;PARIS EST;123;123;0;6;95.1;19.5
INT_24_B;2015-05;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;87;87;0;4;95.4;20.8
INT_16_B;2015-05;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;111;111;0;7;93.7;14.9
INT_14_A;2015-06;Est Centre;CLERMONT FERRAND;PARIS BERCY;225;224;1;25;88.8;8.0
INT_11_A;2015-06;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;88;88;0;18;79.5;3.9
INT_17_A;2015-06;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;357;354;3;38;89.3;8.3
INT_6_B;2015-06;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;67;67;0;17;74.6;2.9
INT_23_B;2015-05;Est Centre;TROYES;PARIS EST;220;217;3;8;96.3;26.1
INT_2_A;2015-06;Est Centre;BELFORT;PARIS EST;120;119;1;10;91.6;10.9
INT_10_B;2015-05;Nord-Normandie;TOURS;CAEN;62;62;0;4;93.5;14.5
INT_10_A;2015-06;Nord-Normandie;CAEN;TOURS;64;64;0;2;96.9;31.0
INT_11_B;2015-05;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;94;94;0;7;92.6;12.4
INT_8_B;2015-05;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;118;117;1;13;88.9;8.0
INT_17_B;2015-05;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;330;330;0;28;91.5;10.8
INT_16_A;2015-05;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;99;98;1;3;96.9;31.7
INT_25_A;2015-05;Nord-Normandie;PARIS ST LAZARE;ROUEN;314;312;2;13;95.8;23.0
INT_15_A;2015-05;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;173;173;0;10;94.2;16.3
INT_20_A;2014-09;Est Centre;NEVERS;PARIS BERCY;156;156;0;4;97.4;38.0
INT_5_A;2014-09;Est Centre;BORDEAUX ST JEAN;LIMOGES;27;27;0;0;100.0;
INT_21_B;2014-04;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;359;358;1;61;83.0;4.9
INT_8_B;2014-04;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;143;143;0;12;91.6;10.9
INT_22_A;2014-04;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;124;124;0;20;83.9;5.2
INT_14_A;2014-05;Est Centre;CLERMONT FERRAND;PARIS BERCY;285;284;1;10;96.5;27.4
INT_8_A;2014-05;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;97;96;1;10;89.6;8.6
INT_14_B;2014-04;Est Centre;PARIS BERCY;CLERMONT FERRAND;214;212;2;19;91.0;10.2
INT_22_B;2014-04;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;120;120;0;16;86.7;6.5
INT_3_A;2014-05;Est Centre;BÉZIERS;CLERMONT FERRAND;71;70;1;10;85.7;6.0
INT_23_B;2014-04;Est Centre;TROYES;PARIS EST;220;219;1;14;93.6;14.6
INT_2_A;2014-05;Est Centre;BELFORT;PARIS EST;32;31;1;1;96.8;30.0
INT_16_A;2014-11;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;71;69;2;4;94.2;16.3
INT_1_A;2014-11;Nord-Normandie;AMIENS;PARIS NORD;194;192;2;45;76.6;3.3
INT_13_A;2014-11;Est Centre;CLERMONT FERRAND;NÎMES;30;30;0;0;100.0;
INT_16_A;2015-03;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;105;103;2;6;94.2;16.2
INT_8_A;2015-04;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;119;118;1;13;89.0;8.1
INT_22_B;2015-02;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;112;112;0;14;87.5;7.0
INT_9_B;2015-03;Nord-Normandie;PARIS ST LAZARE;CAEN;235;234;1;24;89.7;8.8
INT_3_B;2015-03;Est Centre;CLERMONT FERRAND;BÉZIERS;31;30;1;1;96.7;29.0
INT_18_A;2015-03;Est Centre;LYON PART DIEU;NANTES;75;70;5;9;87.1;6.8
INT_7_A;2015-04;Nord-Normandie;BOULOGNE;PARIS NORD;54;54;0;5;90.7;9.8
INT_1_A;2015-03;Nord-Normandie;AMIENS;PARIS NORD;170;166;4;35;78.9;3.7
INT_20_B;2015-03;Est Centre;PARIS BERCY;NEVERS;157;157;0;19;87.9;7.3
INT_23_A;2015-02;Est Centre;PARIS EST;TROYES;238;228;10;14;93.9;15.3
INT_24_B;2014-12;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;75;74;1;10;86.5;6.4
INT_4_A;2015-01;Atlantique Méd.;BORDEAUX ST JEAN;NICE;191;187;4;28;85.0;5.7
INT_8_A;2015-01;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;124;124;0;22;82.3;4.6
INT_12_A;2015-01;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;191;190;1;14;92.6;12.6
INT_13_A;2015-01;Est Centre;CLERMONT FERRAND;NÎMES;40;39;1;1;97.4;38.0
INT_25_B;2014-12;Nord-Normandie;ROUEN;PARIS ST LAZARE;281;278;3;31;88.8;8.0
INT_1_B;2014-12;Nord-Normandie;PARIS NORD;AMIENS;293;288;5;82;71.5;2.5
INT_9_A;2015-01;Nord-Normandie;CAEN;PARIS ST LAZARE;195;195;0;17;91.3;10.5
INT_20_B;2014-12;Est Centre;PARIS BERCY;NEVERS;159;158;1;21;86.7;6.5
INT_2_A;2015-01;Est Centre;BELFORT;PARIS EST;124;124;0;4;96.8;30.0
INT_24_B;2014-11;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;78;77;1;8;89.6;8.6
INT_12_B;2014-11;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;161;161;0;25;84.5;5.4
INT_6_B;2014-11;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;68;68;0;13;80.9;4.2
INT_4_B;2014-11;Atlantique Méd.;NICE;BORDEAUX ST JEAN;184;175;9;38;78.3;3.6
INT_19_A;2014-11;Nord-Normandie;MAUBEUGE;PARIS NORD;278;277;1;20;92.8;12.8
INT_19_B;2014-11;Nord-Normandie;PARIS NORD;MAUBEUGE;273;273;0;27;90.1;9.1
INT_1_B;2014-11;Nord-Normandie;PARIS NORD;AMIENS;280;278;2;54;80.6;4.1
