ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard
INT_6_B;2017-01;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;95;91;4;23;74.7;3.0
INT_7_A;2015-08;Nord-Normandie;BOULOGNE;PARIS NORD;58;58;0;4;93.1;13.5
INT_5_B;2015-08;Est Centre;LIMOGES;BORDEAUX ST JEAN;31;31;0;2;93.5;14.5
INT_10_B;2015-07;Nord-Normandie;TOURS;CAEN;74;62;12;14;77.4;3.4
INT_24_B;2015-09;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;87;86;1;9;89.5;8.6
INT_14_A;2015-10;Est Centre;CLERMONT FERRAND;PARIS BERCY;232;232;0;37;84.1;5.3
INT_3_B;2015-10;Est Centre;CLERMONT FERRAND;BÉZIERS;30;30;0;1;96.7;29.0
INT_7_B;2015-09;Nord-Normandie;PARIS NORD;BOULOGNE;140;140;0;11;92.1;11.7
INT_9_A;2015-10;Nord-Normandie;CAEN;PARIS ST LAZARE;195;195;0;31;84.1;5.3
INT_18_B;2015-10;Est Centre;NANTES;LYON PART DIEU;15;14;1;2;85.7;6.0
INT_1_B;2015-09;Nord-Normandie;PARIS NORD;AMIENS;116;116;0;24;79.3;3.8
INT_1_A;2015-10;Nord-Normandie;AMIENS;PARIS NORD;126;123;3;31;74.8;3.0
INT_10_A;2015-10;Nord-Normandie;CAEN;TOURS;65;64;1;11;82.8;4.8
INT_13_A;2015-10;Est Centre;CLERMONT FERRAND;NÎMES;;;0;;;
INT_24_A;2016-04;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;72;71;1;12;83.1;4.9
INT_11_B;2016-04;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;23;23;0;1;95.7;22.0
INT_11_A;2016-05;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;19;19;0;4;78.9;3.8
INT_14_B;2016-04;Est Centre;PARIS BERCY;CLERMONT FERRAND;218;216;2;35;83.8;5.2
INT_4_B;2016-04;Atlantique Méd.;NICE;BORDEAUX ST JEAN;157;156;1;31;80.1;4.0
INT_7_A;2016-05;Nord-Normandie;BOULOGNE;PARIS NORD;140;136;4;21;84.6;5.5
INT_20_B;2016-04;Est Centre;PARIS BERCY;NEVERS;140;139;1;16;88.5;7.7
INT_3_A;2016-05;Est Centre;BÉZIERS;CLERMONT FERRAND;54;54;0;0;100.0;
INT_24_B;2016-01;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;77;77;0;9;88.3;7.6
INT_16_B;2016-01;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;114;110;4;13;88.2;7.5
INT_21_B;2016-02;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;332;332;0;52;84.3;5.4
INT_6_A;2016-01;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;62;62;0;21;66.1;2.0
INT_14_A;2016-02;Est Centre;CLERMONT FERRAND;PARIS BERCY;218;217;1;27;87.6;7.0
INT_14_A;2016-01;Est Centre;CLERMONT FERRAND;PARIS BERCY;231;231;0;21;90.9;10.0
INT_6_B;2016-01;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;62;62;0;23;62.9;1.7
INT_4_B;2016-02;Atlantique Méd.;NICE;BORDEAUX ST JEAN;172;168;4;41;75.6;3.1
INT_19_B;2016-02;Nord-Normandie;PARIS NORD;MAUBEUGE;233;231;2;18;92.2;11.8
INT_19_A;2016-02;Nord-Normandie;MAUBEUGE;PARIS NORD;274;269;5;23;91.4;10.7
INT_21_B;2016-03;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;291;290;1;51;82.4;4.7
INT_17_B;2016-02;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;340;337;3;28;91.7;11.0
INT_5_A;2016-04;Est Centre;BORDEAUX ST JEAN;LIMOGES;16;16;0;1;93.8;15.0
INT_19_A;2016-03;Nord-Normandie;MAUBEUGE;PARIS NORD;281;277;4;30;89.2;8.2
INT_7_A;2016-04;Nord-Normandie;BOULOGNE;PARIS NORD;134;131;3;24;81.7;4.5
INT_18_B;2016-04;Est Centre;NANTES;LYON PART DIEU;63;62;1;3;95.2;19.7
INT_2_A;2016-03;Est Centre;BELFORT;PARIS EST;126;124;2;7;94.4;16.7
INT_10_A;2016-03;Nord-Normandie;CAEN;TOURS;63;62;1;1;98.4;61.0
INT_13_B;2016-03;Est Centre;NÎMES;CLERMONT FERRAND;29;29;0;0;100.0;
INT_18_B;2016-03;Est Centre;NANTES;LYON PART DIEU;16;16;0;0;100.0;
INT_16_B;2016-05;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;93;91;2;32;64.8;1.8
INT_14_A;2016-06;Est Centre;CLERMONT FERRAND;PARIS BERCY;121;120;1;46;61.7;1.6
INT_21_A;2016-06;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;165;165;0;37;77.6;3.5
INT_18_A;2016-06;Est Centre;LYON PART DIEU;NANTES;24;23;1;2;91.3;10.5
INT_19_B;2016-05;Nord-Normandie;PARIS NORD;MAUBEUGE;262;259;3;24;90.7;9.8
INT_19_A;2016-06;Nord-Normandie;MAUBEUGE;PARIS NORD;165;160;5;12;92.5;12.3
INT_1_A;2016-06;Nord-Normandie;AMIENS;PARIS NORD;125;124;1;10;91.9;11.4
INT_20_A;2016-06;Est Centre;NEVERS;PARIS BERCY;68;65;3;26;60.0;1.5
INT_21_B;2016-07;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;270;260;10;96;63.1;1.7
INT_16_B;2016-07;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;122;122;0;25;79.5;3.9
INT_22_A;2016-07;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;123;122;1;32;73.8;2.8
INT_8_B;2016-07;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;124;124;0;16;87.1;6.8
INT_17_B;2016-07;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;295;292;3;33;88.7;7.8
INT_11_A;2016-08;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;13;13;0;1;92.3;12.0
INT_19_B;2016-07;Nord-Normandie;PARIS NORD;MAUBEUGE;262;256;6;39;84.8;5.6
INT_25_B;2016-07;Nord-Normandie;ROUEN;PARIS ST LAZARE;263;263;0;15;94.3;16.5
INT_15_B;2017-07;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;165;162;3;15;90.7;9.8
INT_21_A;2017-07;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;348;346;2;46;86.7;6.5
INT_17_A;2017-08;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;316;314;2;30;90.4;9.5
INT_22_B;2017-07;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;128;127;1;12;90.6;9.6
INT_3_B;2017-08;Est Centre;CLERMONT FERRAND;BÉZIERS;62;61;1;5;91.8;11.2
INT_18_A;2017-07;Est Centre;LYON PART DIEU;NANTES;58;57;1;4;93.0;13.3
INT_5_A;2017-08;Est Centre;BORDEAUX ST JEAN;LIMOGES;31;31;0;0;100.0;0.0
INT_19_A;2017-08;Nord-Normandie;MAUBEUGE;PARIS NORD;288;283;5;19;93.3;13.9
INT_7_B;2017-07;Nord-Normandie;PARIS NORD;BOULOGNE;142;141;1;18;87.2;6.8
INT_18_B;2017-08;Est Centre;NANTES;LYON PART DIEU;66;66;0;9;86.4;6.3
INT_24_B;2017-08;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;127;127;0;14;89.0;8.1
INT_22_A;2017-09;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;114;114;0;19;83.3;5.0
INT_15_B;2017-08;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;166;161;5;19;88.2;7.5
INT_8_A;2017-09;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;113;112;1;16;85.7;6.0
INT_6_B;2017-09;Atlantique Méd.;NANTES;BORDEAUX ST JEAN;88;87;1;19;78.2;3.6
INT_14_B;2017-09;Est Centre;PARIS BERCY;CLERMONT FERRAND;224;224;0;31;86.2;6.2
INT_13_A;2017-09;Est Centre;CLERMONT FERRAND;NÎMES;28;28;0;1;96.4;27.0
INT_5_A;2017-09;Est Centre;BORDEAUX ST JEAN;LIMOGES;28;28;0;5;82.1;4.6
INT_23_A;2017-09;Est Centre;PARIS EST;TROYES;224;223;1;25;88.8;7.9
INT_23_B;2017-08;Est Centre;TROYES;PARIS EST;248;245;3;34;86.1;6.2
INT_16_B;2017-06;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;83;82;1;19;76.8;3.3
INT_17_B;2017-06;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;341;338;3;76;77.5;3.4
INT_21_A;2017-06;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;330;324;6;78;75.9;3.2
INT_4_A;2017-07;Atlantique Méd.;BORDEAUX ST JEAN;NICE;191;188;3;53;71.8;2.5
INT_16_A;2017-07;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;126;124;2;15;87.9;7.3
INT_12_A;2017-07;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;215;213;2;23;89.2;8.3
INT_5_A;2017-07;Est Centre;BORDEAUX ST JEAN;LIMOGES;31;31;0;4;87.1;6.8
INT_13_A;2017-07;Est Centre;CLERMONT FERRAND;NÎMES;31;31;0;8;74.2;2.9
INT_10_B;2017-06;Nord-Normandie;TOURS;CAEN;60;60;0;13;78.3;3.6
INT_10_A;2017-07;Nord-Normandie;CAEN;TOURS;67;67;0;13;80.6;4.2
INT_21_B;2017-05;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;313;307;6;90;70.7;2.4
INT_15_B;2017-05;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;157;156;1;10;93.6;14.6
INT_16_A;2017-06;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;76;76;0;9;88.2;7.4
INT_11_A;2017-06;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;0;0;0;0;0.0;0.0
INT_18_A;2017-05;Est Centre;LYON PART DIEU;NANTES;54;51;3;6;88.2;7.5
INT_18_A;2017-06;Est Centre;LYON PART DIEU;NANTES;53;51;2;5;90.2;9.2
INT_19_B;2017-05;Nord-Normandie;PARIS NORD;MAUBEUGE;279;279;0;26;90.7;9.7
INT_5_B;2017-05;Est Centre;LIMOGES;BORDEAUX ST JEAN;32;30;2;4;86.7;6.5
INT_20_B;2017-05;Est Centre;PARIS BERCY;NEVERS;144;143;1;23;83.9;5.2
INT_23_A;2017-05;Est Centre;PARIS EST;TROYES;211;211;0;40;81.0;4.3
INT_17_B;2017-10;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;337;336;1;36;89.3;8.3
INT_15_B;2017-10;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;163;163;0;10;93.9;15.3
INT_4_A;2017-11;Atlantique Méd.;BORDEAUX ST JEAN;NICE;188;184;4;46;75.0;3.0
INT_10_B;2017-12;Nord-Normandie;TOURS;CAEN;62;62;0;21;66.1;2.0
INT_24_A;2017-07;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;128;126;2;44;65.1;1.9
INT_17_B;2017-07;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;290;290;0;40;86.2;6.3
INT_8_A;2017-08;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;126;124;2;11;91.1;10.3
INT_25_A;2017-07;Nord-Normandie;PARIS ST LAZARE;ROUEN;249;244;5;32;86.9;6.6
INT_7_A;2017-08;Nord-Normandie;BOULOGNE;PARIS NORD;150;149;1;21;85.9;6.1
INT_9_A;2017-08;Nord-Normandie;CAEN;PARIS ST LAZARE;194;193;1;14;92.7;12.8
INT_1_A;2017-08;Nord-Normandie;AMIENS;PARIS NORD;202;202;0;22;89.1;8.2
INT_2_B;2017-07;Est Centre;PARIS EST;BELFORT;136;135;1;12;91.1;10.3
INT_2_A;2017-08;Est Centre;BELFORT;PARIS EST;135;133;2;13;90.2;9.2
INT_10_A;2017-08;Nord-Normandie;CAEN;TOURS;68;67;1;7;89.6;8.6
INT_6_A;2018-02;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;84;84;0;7;91.7;11.0
INT_21_A;2018-02;Paris Centre Sud;TOULOUSE-MATABIAU;PARIS-AUSTERLITZ;81;80;1;30;62.5;1.7
INT_8_B;2016-12;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;123;122;1;16;86.9;6.6
INT_12_B;2017-02;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;177;176;1;30;83.0;4.9
INT_17_B;2017-02;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;327;325;2;33;89.8;8.8
INT_25_A;2017-02;Nord-Normandie;PARIS ST LAZARE;ROUEN;266;261;5;25;90.4;9.4
INT_9_B;2017-02;Nord-Normandie;PARIS ST LAZARE;CAEN;191;191;0;41;78.5;3.7
INT_4_B;2017-02;Atlantique Méd.;NICE;BORDEAUX ST JEAN;168;167;1;69;58.7;1.4
INT_7_B;2017-02;Nord-Normandie;PARIS NORD;BOULOGNE;136;136;0;15;89.0;8.1
INT_18_B;2017-02;Est Centre;NANTES;LYON PART DIEU;61;60;1;7;88.3;7.6
INT_20_A;2017-02;Est Centre;NEVERS;PARIS BERCY;136;134;2;16;88.1;7.4
INT_23_A;2017-02;Est Centre;PARIS EST;TROYES;203;201;2;36;82.1;4.6
INT_22_A;2016-12;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;122;120;2;32;73.3;2.8
INT_22_A;2017-01;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;124;124;0;32;74.2;2.9
INT_15_B;2017-01;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;165;164;1;13;92.1;11.6
INT_21_A;2017-01;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;361;359;2;79;78.0;3.5
INT_16_A;2017-01;Atlantique Méd.;HENDAYE;TOULOUSE MATABIAU;123;121;2;10;91.7;11.1
INT_17_A;2017-01;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;358;352;6;19;94.6;17.5
INT_25_A;2017-01;Nord-Normandie;PARIS ST LAZARE;ROUEN;295;294;1;25;91.5;10.8
INT_22_B;2017-01;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;128;128;0;43;66.4;2.0
INT_25_B;2017-01;Nord-Normandie;ROUEN;PARIS ST LAZARE;316;313;3;15;95.2;19.9
INT_23_A;2017-01;Est Centre;PARIS EST;TROYES;216;214;2;36;83.2;4.9
INT_15_B;2016-11;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;107;104;3;13;87.5;7.0
INT_14_A;2017-01;Est Centre;CLERMONT FERRAND;PARIS BERCY;235;234;1;32;86.3;6.3
INT_8_A;2017-01;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;124;124;0;36;71.0;2.4
INT_9_B;2016-12;Nord-Normandie;PARIS ST LAZARE;CAEN;217;215;2;41;80.9;4.2
INT_3_B;2017-01;Est Centre;CLERMONT FERRAND;BÉZIERS;62;62;0;2;96.8;30.0
INT_5_A;2017-01;Est Centre;BORDEAUX ST JEAN;LIMOGES;32;31;1;1;96.8;30.0
INT_25_B;2016-12;Nord-Normandie;ROUEN;PARIS ST LAZARE;326;320;6;15;95.3;20.3
INT_19_B;2016-12;Nord-Normandie;PARIS NORD;MAUBEUGE;298;297;1;39;86.9;6.6
INT_1_A;2017-01;Nord-Normandie;AMIENS;PARIS NORD;218;215;3;23;89.3;8.3
INT_3_A;2017-01;Est Centre;BÉZIERS;CLERMONT FERRAND;62;62;0;0;100.0;
INT_8_B;2017-05;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;119;118;1;14;88.1;7.4
INT_12_B;2017-05;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;196;192;4;16;91.7;11.0
INT_21_A;2017-05;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;325;319;6;79;75.2;3.0
INT_15_A;2017-05;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;156;155;1;14;91.0;10.1
INT_9_B;2017-05;Nord-Normandie;PARIS ST LAZARE;CAEN;220;219;1;33;84.9;5.6
INT_5_A;2017-05;Est Centre;BORDEAUX ST JEAN;LIMOGES;31;31;0;3;90.3;9.3
INT_4_B;2017-05;Atlantique Méd.;NICE;BORDEAUX ST JEAN;167;161;6;44;72.7;2.7
INT_8_B;2016-11;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;119;117;2;16;86.3;6.3
INT_4_A;2017-02;Atlantique Méd.;BORDEAUX ST JEAN;NICE;161;159;2;56;64.8;1.8
INT_14_A;2017-02;Est Centre;CLERMONT FERRAND;PARIS BERCY;207;206;1;32;84.5;5.4
INT_15_A;2017-02;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;148;147;1;19;87.1;6.7
INT_17_A;2017-02;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;328;324;4;19;94.1;16.1
INT_3_B;2017-02;Est Centre;CLERMONT FERRAND;BÉZIERS;54;52;2;2;96.2;25.0
INT_13_A;2017-02;Est Centre;CLERMONT FERRAND;NÎMES;28;27;1;3;88.9;8.0
INT_5_A;2017-02;Est Centre;BORDEAUX ST JEAN;LIMOGES;18;18;0;1;94.4;17.0
INT_19_A;2017-02;Nord-Normandie;MAUBEUGE;PARIS NORD;270;266;4;20;92.5;12.3
INT_11_A;2017-02;Centre Sud-Ouest;CERBERE;PARIS AUSTERLITZ;;;;1;;
INT_24_B;2017-05;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;89;89;0;11;87.6;7.1
INT_17_B;2017-05;Nord-Normandie;PARIS ST LAZARE;LE HAVRE;352;350;2;34;90.3;9.3
INT_15_A;2017-06;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;161;160;1;14;91.3;10.4
INT_12_A;2017-06;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;211;207;4;16;92.3;11.9
INT_22_B;2017-05;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;114;113;1;20;82.3;4.7
INT_25_B;2017-05;Nord-Normandie;ROUEN;PARIS ST LAZARE;312;310;2;17;94.5;17.2
INT_9_A;2017-06;Nord-Normandie;CAEN;PARIS ST LAZARE;190;188;2;17;91.0;10.1
INT_13_A;2017-06;Est Centre;CLERMONT FERRAND;NÎMES;0;0;0;0;0.0;0.0
INT_1_A;2017-06;Nord-Normandie;AMIENS;PARIS NORD;201;200;1;39;80.5;4.1
INT_10_B;2017-05;Nord-Normandie;TOURS;CAEN;63;62;1;6;90.3;9.3
INT_22_A;2018-01;Paris Centre Sud;PARIS-AUSTERLITZ;RODEZ/ALBI;8;8;0;3;62.5;1.7
INT_24_B;2018-02;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;53;51;2;10;80.4;4.1
INT_25_A;2018-02;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;259;244;15;45;81.6;4.4
INT_3_B;2018-02;Paris Centre Sud;CLERMONT-FERRAND;BÉZIERS;56;56;0;6;89.3;8.3
INT_16_A;2018-02;Méditerranée Atlantique;NANTES;LYON;56;56;0;12;78.6;3.7
INT_7_A;2018-02;Nord;BOULOGNE-VILLE;PARIS-NORD;123;115;8;19;83.5;5.1
INT_4_A;2018-02;Nord;ST-QUENTIN;PARIS-NORD;125;118;7;19;83.9;5.2
INT_2_A;2018-02;Nord;PARIS-NORD;AMIENS;215;212;3;56;73.6;2.8
INT_4_B;2016-11;Atlantique Méd.;NICE;BORDEAUX ST JEAN;181;179;2;69;61.5;1.6
INT_19_A;2016-11;Nord-Normandie;MAUBEUGE;PARIS NORD;290;280;10;20;92.9;13.0
INT_7_A;2016-11;Nord-Normandie;BOULOGNE;PARIS NORD;148;142;6;20;85.9;6.1
INT_13_B;2016-10;Est Centre;NÎMES;CLERMONT FERRAND;32;31;1;12;61.3;1.6
INT_18_B;2016-11;Est Centre;NANTES;LYON PART DIEU;65;63;2;7;88.9;8.0
INT_20_A;2016-10;Est Centre;NEVERS;PARIS BERCY;139;139;0;16;88.5;7.7
INT_20_A;2016-11;Est Centre;NEVERS;PARIS BERCY;144;144;0;16;88.9;8.0
INT_23_A;2016-10;Est Centre;PARIS EST;TROYES;235;231;4;36;84.4;5.4
INT_2_B;2016-10;Est Centre;PARIS EST;BELFORT;129;129;0;6;95.3;20.5
INT_2_A;2016-11;Est Centre;BELFORT;PARIS EST;108;104;4;11;89.4;8.5
INT_24_B;2017-02;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;72;72;0;9;87.5;7.0
INT_24_B;2017-01;Nord-Normandie;TROUVILLE DEAUVILLE;PARIS ST LAZARE;78;78;0;9;88.5;7.7
INT_24_A;2017-04;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;76;75;1;28;62.7;1.7
INT_21_B;2017-04;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;331;325;6;96;70.5;2.4
INT_21_B;2016-11;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;321;315;6;96;69.5;2.3
INT_21_B;2017-01;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;352;350;2;96;72.6;2.6
INT_8_A;2017-04;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;123;122;1;36;70.5;2.4
INT_17_A;2017-04;Nord-Normandie;LE HAVRE;PARIS ST LAZARE;343;340;3;19;94.4;16.9
INT_20_B;2017-04;Est Centre;PARIS BERCY;NEVERS;147;145;2;19;86.9;6.6
INT_24_A;2017-11;Nord-Normandie;PARIS ST LAZARE;TROUVILLE DEAUVILLE;82;77;5;18;76.6;3.3
INT_21_B;2017-11;Centre Sud-Ouest;PARIS AUSTERLITZ;ORLÉANS;330;319;11;63;80.3;4.1
INT_12_B;2017-11;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;193;190;3;30;84.2;5.3
INT_1_A;2014-04;Nord-Normandie;AMIENS;PARIS NORD;210;210;0;39;81.4;4.4
INT_20_A;2014-04;Est Centre;NEVERS;PARIS BERCY;138;138;0;15;89.1;8.2
INT_10_A;2014-04;Nord-Normandie;CAEN;TOURS;65;64;1;8;87.5;7.0
INT_16_B;2014-11;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;80;79;1;6;92.4;12.2
INT_22_A;2014-11;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;123;123;0;21;82.9;4.9
INT_14_A;2014-11;Est Centre;CLERMONT FERRAND;PARIS BERCY;211;211;0;23;89.1;8.2
INT_19_A;2014-12;Nord-Normandie;MAUBEUGE;PARIS NORD;317;310;7;23;92.6;12.5
INT_9_A;2014-11;Nord-Normandie;CAEN;PARIS ST LAZARE;190;189;1;25;86.8;6.6
INT_20_B;2014-11;Est Centre;PARIS BERCY;NEVERS;147;147;0;23;84.4;5.4
INT_2_A;2014-11;Est Centre;BELFORT;PARIS EST;120;119;1;16;86.6;6.4
INT_11_B;2017-08;Centre Sud-Ouest;PARIS AUSTERLITZ;CERBERE;31;31;0;1;96.8;30.0
INT_22_A;2017-07;Centre Sud-Ouest;PARIS AUSTERLITZ;TOURS;124;123;1;20;83.7;5.2
INT_6_A;2017-08;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;94;93;1;39;58.1;1.4
INT_21_A;2017-08;Centre Sud-Ouest;ORLÉANS;PARIS AUSTERLITZ;356;356;0;33;90.7;9.8
INT_12_A;2017-08;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;224;223;1;10;95.5;21.3
INT_15_A;2017-08;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;168;164;4;15;90.9;9.9
INT_9_B;2017-07;Nord-Normandie;PARIS ST LAZARE;CAEN;214;213;1;41;80.8;4.2
INT_13_A;2017-08;Est Centre;CLERMONT FERRAND;NÎMES;31;31;0;8;74.2;2.9
INT_19_A;2017-07;Nord-Normandie;MAUBEUGE;PARIS NORD;270;270;0;24;91.1;10.3
INT_1_B;2017-07;Nord-Normandie;PARIS NORD;AMIENS;176;171;5;39;77.2;3.4
INT_15_B;2017-12;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;166;164;2;20;87.8;7.2
INT_15_B;2017-11;Nord-Normandie;PARIS VAUGIRARD;GRANVILLE;158;158;0;16;89.9;8.9
INT_16_B;2017-11;Atlantique Méd.;TOULOUSE MATABIAU;HENDAYE;0;0;0;0;0.0;0.0
INT_25_A;2017-11;Nord-Normandie;PARIS ST LAZARE;ROUEN;288;285;3;26;90.9;10.0
INT_25_B;2017-12;Nord-Normandie;ROUEN;PARIS ST LAZARE;328;323;5;31;90.4;9.4
INT_7_B;2017-11;Nord-Normandie;PARIS NORD;BOULOGNE;143;142;1;25;82.4;4.7
INT_9_A;2017-12;Nord-Normandie;CAEN;PARIS ST LAZARE;197;195;2;48;75.4;3.1
INT_13_B;2017-11;Est Centre;NÎMES;CLERMONT FERRAND;30;29;1;1;96.6;28.0
INT_7_B;2018-01;Nord;PARIS-NORD;BOULOGNE-VILLE;152;147;5;21;85.7;6.0
INT_4_A;2018-01;Nord;ST-QUENTIN;PARIS-NORD;126;118;8;16;86.4;6.4
INT_8_B;2017-09;Centre Sud-Ouest;PARIS AUSTERLITZ;BOURGES;114;113;1;11;90.3;9.3
INT_6_A;2017-10;Atlantique Méd.;BORDEAUX ST JEAN;NANTES;89;85;4;20;76.5;3.3
INT_8_A;2017-10;Centre Sud-Ouest;BOURGES;PARIS AUSTERLITZ;119;118;1;11;90.7;9.7
INT_22_B;2017-09;Centre Sud-Ouest;TOURS;PARIS AUSTERLITZ;117;117;0;27;76.9;3.3
INT_9_B;2017-09;Nord-Normandie;PARIS ST LAZARE;CAEN;208;208;0;28;86.5;6.4
INT_19_B;2017-09;Nord-Normandie;PARIS NORD;MAUBEUGE;292;291;1;45;84.5;5.5
INT_3_A;2017-10;Est Centre;BÉZIERS;CLERMONT FERRAND;59;59;0;5;91.5;10.8
INT_1_A;2017-10;Nord-Normandie;AMIENS;PARIS NORD;225;223;2;45;79.8;4.0
INT_2_B;2017-09;Est Centre;PARIS EST;BELFORT;129;128;1;7;94.5;17.3
INT_10_A;2017-10;Nord-Normandie;CAEN;TOURS;67;67;0;8;88.1;7.4
INT_12_B;2017-10;Nord-Normandie;PARIS ST LAZARE;CHERBOURG;191;189;2;30;84.1;5.3
INT_12_A;2017-10;Nord-Normandie;CHERBOURG;PARIS ST LAZARE;206;201;5;32;84.1;5.3
INT_15_A;2017-11;Nord-Normandie;GRANVILLE;PARIS VAUGIRARD;163;163;0;13;92.0;11.5
INT_13_A;2017-11;Est Centre;CLERMONT FERRAND;NÎMES;29;28;1;0;100.0;0.0
INT_5_A;2017-11;Est Centre;BORDEAUX ST JEAN;LIMOGES;30;30;0;4;86.7;6.5
INT_13_A;2017-10;Est Centre;CLERMONT FERRAND;NÎMES;30;30;0;0;100.0;0.0
INT_19_A;2017-10;Nord-Normandie;MAUBEUGE;PARIS NORD;303;301;2;36;88.0;7.4
INT_5_B;2017-10;Est Centre;LIMOGES;BORDEAUX ST JEAN;32;31;1;5;83.9;5.2
INT_9_A;2017-11;Nord-Normandie;CAEN;PARIS ST LAZARE;190;189;1;40;78.8;3.7
INT_3_A;2017-11;Est Centre;BÉZIERS;CLERMONT FERRAND;58;58;0;0;100.0;0.0
INT_18_B;2018-02;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;178;172;6;31;82.0;4.5
